,id,Probabilites
0,25540,0.000542078000310713
1,29938,0.000542078000310713
2,9585,0.000542078000310713
3,23597,0.000542078000310713
4,27695,0.000542078000310713
5,7641,0.000542078000310713
6,5508,0.000542078000310713
7,16438,0.000542078000310713
8,7632,0.000542078000310713
9,14446,0.000542078000310713
10,16538,0.000542078000310713
11,11189,0.000542078000310713
12,18384,0.000542078000310713
13,24530,0.000542078000310713
14,7162,0.000542078000310713
15,21360,0.0005829659540896278
16,3803,0.000542078000310713
17,9577,0.0005829659540896278
18,27860,0.000542078000310713
19,29969,0.000542078000310713
20,25070,0.000542078000310713
21,8061,0.0005829659540896278
22,15431,0.000542078000310713
23,3907,0.000542078000310713
24,26338,0.000542078000310713
25,4860,0.000542078000310713
26,20436,0.000542078000310713
27,26401,0.000542078000310713
28,22594,0.000542078000310713
29,31953,0.000542078000310713
30,9279,0.000542078000310713
31,539,0.000542078000310713
32,25621,0.000542078000310713
33,31130,0.0005474816633967038
34,24676,0.000542078000310713
35,24940,0.000542078000310713
36,12961,0.000542078000310713
37,9593,0.000542078000310713
38,18167,0.000542078000310713
39,11225,0.000542078000310713
40,1103,0.000542078000310713
41,30256,0.000542078000310713
42,15076,0.000542078000310713
43,24410,0.000542078000310713
44,14752,0.000542078000310713
45,3433,0.000542078000310713
46,24220,0.000542078000310713
47,28505,0.000542078000310713
48,4688,0.000542078000310713
49,10150,0.000542078000310713
50,17042,0.000542078000310713
51,24322,0.000542078000310713
52,14154,0.0006666146207418781
53,26626,0.000542078000310713
54,2923,0.000542078000310713
55,4235,0.000542078000310713
56,6356,0.000542078000310713
57,8352,0.000542078000310713
58,25285,0.000542078000310713
59,21008,0.000542078000310713
60,14068,0.000542078000310713
61,16588,0.000542078000310713
62,1538,0.000542078000310713
63,2782,0.000542078000310713
64,15118,0.000542078000310713
65,27984,0.000542078000310713
66,5815,0.000542078000310713
67,24632,0.000542078000310713
68,10269,0.000542078000310713
69,21988,0.000542078000310713
70,19304,0.0006269360769798791
71,8223,0.000542078000310713
72,4000,0.000542078000310713
73,31310,0.000542078000310713
74,26696,0.000542078000310713
75,21493,0.000542078000310713
76,16201,0.000542078000310713
77,10482,0.000542078000310713
78,13578,0.000542078000310713
79,3810,0.000542078000310713
80,23340,0.000542078000310713
81,28206,0.000542078000310713
82,28586,0.000542078000310713
83,3432,0.000542078000310713
84,27809,0.000542078000310713
85,25327,0.000542078000310713
86,3250,0.0028567720175307555
87,673,0.000542078000310713
88,8689,0.000542078000310713
89,31746,0.000542078000310713
90,1272,0.000542078000310713
91,14724,0.000542078000310713
